ID,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
7sNFPpmJ,418.0,142.0,1567.5,1268.8,272.0,222.0
Q1nO7wa7,773.0,186.0,1607.2,1119.4,292.0,163.0
zpKXwAB2,448.0,162.0,1629.5,1362.5,150.0,172.0
t6Oubpv8,475.0,105.0,1452.6,1113.2,246.0,216.0
CqkfkxAO,546.0,140.0,1010.7,1373.9,218.0,171.0
0kINQ0GO,752.0,102.0,1201.9,1006.3,231.0,183.0
9inDhCRn,544.0,161.0,1443.1,995.3,163.0,167.0
5MHD5kEI,596.0,156.0,722.5,1210.7,194.0,78.0
2g2xSNZD,648.0,171.0,1545.3,1464.9,244.0,197.0
8bqSJPP9,549.0,123.0,725.2,742.4,244.0,89.0
2X3GQ5aJ,550.0,169.0,1103.3,1017.5,254.0,155.0
2zot3Y2d,624.0,99.0,1719.3,995.7,244.0,234.0
bj7b6A6n,499.0,132.0,1393.1,601.0,261.0,196.0
b7LWOSRM,503.0,163.0,1343.4,1331.9,202.0,137.0
WFiUVyHs,477.0,125.0,1661.4,1235.5,273.0,101.0
NvZo7xtM,735.0,122.0,1598.8,1566.9,169.0,192.0
oKu5RDwn,636.0,165.0,1259.2,1650.8,174.0,119.0
NOGhXILt,756.0,83.0,1784.6,1169.3,268.0,193.0
8HEfBzZw,738.0,101.0,1212.6,1052.1,206.0,227.0
mkL2wFxM,624.0,100.0,1492.6,1157.9,190.0,164.0
TJHzztVs,935.0,106.0,1403.9,1253.8,263.0,125.0
sqc3C23w,508.0,107.0,2071.4,1298.5,224.0,210.0
s9QMjY2o,663.0,165.0,915.8,780.3,129.0,142.0
ZkIKGIos,601.0,152.0,1659.9,1689.9,161.0,184.0
iwktv9Qz,537.0,119.0,1890.3,1056.4,232.0,166.0
tuRj9Yme,426.0,185.0,1611.3,1052.4,202.0,159.0
PnyqEdwa,618.0,135.0,1499.5,1237.6,161.0,176.0
ZrdCtwrs,453.0,162.0,1738.0,1225.9,234.0,198.0
MBrCuPeC,561.0,120.0,1071.8,1003.2,178.0,187.0
VT7gDisx,458.0,73.0,1686.6,1116.1,238.0,187.0
2dr7ZBfz,498.0,153.0,2285.2,993.9,158.0,125.0
188ZSOIT,562.0,160.0,1455.4,1344.6,243.0,112.0
9o3Xn9ea,688.0,147.0,1104.4,1009.5,181.0,181.0
VfAtldDw,646.0,104.0,1147.2,1190.1,203.0,152.0
lXq9r518,631.0,134.0,1188.1,972.6,243.0,234.0
HJ01gCtf,710.0,120.0,1604.4,1145.6,198.0,203.0
l7FPS8nO,500.0,94.0,718.8,759.2,259.0,137.0
5PvTd5jg,755.0,113.0,2304.9,1183.5,294.0,109.0
1T4y1EVV,692.0,104.0,1087.3,999.4,161.0,24.0
PAUmEL5S,802.0,94.0,779.3,1044.5,250.0,138.0
8bidKVXi,768.0,108.0,1814.3,1438.2,174.0,117.0
ak08MdQK,449.0,170.0,1082.0,1344.1,240.0,185.0
AcW3EZGI,599.0,150.0,920.9,1412.1,184.0,151.0
bXpwYCsA,583.0,145.0,1198.0,498.8,220.0,140.0
ZC8JuQH0,580.0,66.0,1394.2,1099.0,177.0,182.0
wiSRP6aq,806.0,132.0,1373.3,1429.2,180.0,136.0
lBSazRc6,592.0,123.0,1432.9,449.5,151.0,198.0
o281HFKU,395.0,132.0,1611.7,704.1,243.0,181.0
JR9Ctmze,879.0,59.0,1465.9,1107.0,270.0,228.0
cp0BlAtE,481.0,181.0,1529.7,987.8,227.0,63.0
OQnesfvY,668.0,126.0,1726.5,679.0,191.0,126.0
5ToVjKez,598.0,105.0,1438.0,1355.1,168.0,152.0
9aLvKjq2,450.0,120.0,521.6,1379.7,104.0,175.0
LQTFcf9a,735.0,139.0,1352.2,1250.6,156.0,242.0
ZRvZzC8a,640.0,136.0,1215.2,1230.3,193.0,136.0
s8esqivH,527.0,164.0,904.8,1107.5,209.0,191.0
NtFb3llQ,390.0,125.0,1360.8,909.5,111.0,140.0
06Kj3XI4,783.0,149.0,741.5,865.9,199.0,231.0
nOeDUAGH,575.0,99.0,1176.1,1114.4,229.0,148.0
gorIhf7x,614.0,123.0,2645.4,1182.3,166.0,161.0
JjLOroyl,395.0,176.0,823.7,1196.3,135.0,116.0
NetHk9I0,565.0,129.0,1243.2,1106.3,158.0,186.0
ulvYmPss,783.0,86.0,1811.1,944.5,244.0,245.0
6PvEeliV,470.0,110.0,1442.5,1019.2,148.0,165.0
42VNVpN6,712.0,115.0,1176.4,1175.7,188.0,169.0
RYp0KIXn,598.0,168.0,1860.3,1040.7,207.0,194.0
8sVCX5vD,577.0,128.0,1257.4,1174.5,165.0,210.0
05ytPkvG,503.0,109.0,1417.5,1623.0,155.0,179.0
cas5jtLp,677.0,91.0,805.9,1046.6,165.0,131.0
mi9AIhqq,628.0,162.0,1607.9,938.6,212.0,114.0
4Z8VpvMO,636.0,108.0,1223.8,1077.2,222.0,175.0
c2oFAF0s,659.0,145.0,896.4,1239.9,214.0,198.0
ETOcLNym,757.0,164.0,1358.2,1212.5,236.0,185.0
ADGDVOuM,815.0,141.0,1668.1,526.9,286.0,95.0
zr9J3xw5,779.0,218.0,942.8,1002.2,167.0,104.0
A3jQFqNH,592.0,123.0,1672.4,1243.9,201.0,168.0
EKQdHyld,618.0,132.0,1610.6,1229.5,233.0,167.0
9w8kWRK3,759.0,102.0,1061.4,1743.2,174.0,211.0
SIw2AiIt,544.0,174.0,1695.8,1035.6,185.0,147.0
vwe2kc5R,526.0,115.0,1347.3,1522.2,117.0,132.0
nSaIk9cL,276.0,172.0,1224.3,690.0,90.0,166.0
zLnDqBir,546.0,92.0,913.4,1496.0,155.0,138.0
sjsR6YtY,742.0,141.0,1670.0,744.3,210.0,194.0
YDCQmTPC,583.0,95.0,2120.2,1011.0,241.0,181.0
hGkcjFHd,654.0,70.0,1127.0,1065.3,196.0,204.0
xHoUXxeh,744.0,134.0,1471.3,1113.6,149.0,176.0
HWEZBwYy,473.0,113.0,1553.4,1167.8,130.0,150.0
AR3UZpnc,524.0,134.0,1418.1,1211.8,163.0,228.0
D9vyzmKR,712.0,168.0,1344.7,1318.8,251.0,131.0
HtL2ucbd,746.0,117.0,887.1,1547.6,236.0,214.0
mcpRoA5A,674.0,126.0,1636.4,819.2,276.0,142.0
0GHsl2M4,490.0,180.0,1595.9,1514.2,186.0,213.0
4o2BHXT4,357.0,131.0,1050.1,1548.2,213.0,196.0
lxUiCo18,539.0,122.0,1443.6,781.1,197.0,203.0
wmKS6AYq,616.0,94.0,743.8,825.7,180.0,179.0
VnM1xJTz,597.0,134.0,1672.8,1028.6,148.0,216.0
NtjSqaqK,718.0,145.0,1367.1,1374.4,211.0,213.0
yrDkF0bG,472.0,134.0,1428.5,1189.9,150.0,151.0
d6pg4eeU,306.0,160.0,1665.7,955.1,177.0,256.0
aOY0nnvG,430.0,130.0,1788.8,539.5,167.0,244.0
RttP2gOW,429.0,82.0,1516.5,626.3,181.0,131.0
McC3wjJe,494.0,124.0,1616.6,974.5,201.0,148.0
3ozrMLU7,532.0,234.0,1378.9,1225.4,123.0,226.0
6pu533ta,786.0,141.0,1686.9,628.6,209.0,182.0
nTGaC9h0,633.0,153.0,1143.9,1087.7,236.0,200.0
EsUHvUxs,630.0,150.0,1421.5,1116.1,244.0,190.0
mQ0bBLrU,420.0,122.0,1227.3,970.8,200.0,102.0
6fP93Nsy,479.0,155.0,1838.0,852.7,223.0,114.0
CGaLmodk,552.0,124.0,1314.1,859.6,181.0,181.0
IrG7fzp6,633.0,114.0,1489.1,845.6,187.0,195.0
zYA12ts3,469.0,119.0,1827.2,877.5,246.0,159.0
Vi8D0GsG,630.0,192.0,1552.9,1305.9,164.0,252.0
oycIVK6Q,426.0,190.0,1255.8,1201.7,283.0,202.0
DDkMJPcw,418.0,63.0,1590.6,736.6,216.0,254.0
MW419HHr,542.0,123.0,901.5,1570.5,104.0,263.0
btRM2et6,545.0,164.0,1612.7,1235.6,158.0,233.0
7r4bzjkt,465.0,61.0,884.5,1307.2,275.0,233.0
vXTV7Bse,685.0,119.0,1377.1,1136.2,233.0,140.0
wGrXpSc6,603.0,92.0,1326.6,1325.2,112.0,189.0
aSqRdPFV,299.0,163.0,1442.4,568.6,268.0,152.0
JCswSvY1,838.0,148.0,1265.9,807.9,225.0,200.0
fFUhPdEM,280.0,117.0,1478.4,989.4,181.0,174.0
rtGkcsXC,832.0,87.0,1770.9,583.4,144.0,151.0
cXsrg2CL,821.0,67.0,1095.5,1087.6,202.0,250.0
CHyPwm26,704.0,77.0,1432.3,695.4,138.0,128.0
x67amGMs,531.0,95.0,1923.3,1066.2,158.0,171.0
UcaXLa62,486.0,137.0,1912.7,1056.6,104.0,171.0
H7k8dge9,561.0,82.0,1608.8,1104.8,185.0,202.0
aHoqn2Pe,576.0,187.0,828.2,1414.7,237.0,233.0
T2sUS5HF,758.0,139.0,1332.7,1367.3,217.0,179.0
cfvCNcDI,529.0,159.0,1815.4,1623.1,180.0,126.0
PdrrSJTB,510.0,109.0,644.5,1203.2,150.0,160.0
jYVjXHaJ,628.0,100.0,1102.1,1103.7,182.0,158.0
kdX4ElLT,421.0,132.0,2413.8,1167.1,312.0,195.0
wNVgXBqB,702.0,155.0,1203.2,1536.7,150.0,200.0
9dJlhKJl,532.0,79.0,1583.6,929.6,235.0,136.0
kVFoLNTX,497.0,100.0,1243.3,987.1,180.0,216.0
zmaD5Wzr,760.0,81.0,1523.8,1458.4,231.0,176.0
jISn9rlg,624.0,109.0,1181.3,730.0,126.0,256.0
yfArPayN,688.0,75.0,1671.8,1075.2,195.0,80.0
NR8DYxmc,698.0,131.0,637.3,1475.2,166.0,178.0
MhnZ1pbA,376.0,145.0,2098.5,1447.2,234.0,161.0
jTjo5whS,758.0,45.0,859.7,793.8,234.0,172.0
k0DB4fia,713.0,143.0,1040.9,1312.3,187.0,117.0
ohyXpXp3,568.0,117.0,1164.9,986.6,222.0,91.0
gDMOdzCE,655.0,99.0,1512.6,1445.3,69.0,117.0
5wqkTOKA,763.0,117.0,1054.5,1096.7,189.0,230.0
FGJwyh6P,607.0,133.0,1425.1,879.8,248.0,191.0
bxUAxy9W,597.0,173.0,1663.6,1587.7,180.0,210.0
9W06ddHr,440.0,128.0,1150.4,1006.1,186.0,188.0
1Bp9EPO2,452.0,155.0,1450.5,917.9,213.0,181.0
4WHeoaaQ,540.0,110.0,1464.5,631.2,155.0,151.0
nj5GV5sy,585.0,127.0,1484.3,966.2,192.0,169.0
nr9Dbxej,739.0,108.0,875.7,1199.6,101.0,117.0
4KbD8ywf,615.0,106.0,1475.8,1397.5,228.0,213.0
ks41owXx,763.0,147.0,1414.3,1004.5,184.0,278.0
ZStbBRlT,490.0,164.0,870.6,1084.6,252.0,148.0
JPiHjJ1K,460.0,118.0,1268.0,1411.3,211.0,158.0
drlbh9xP,445.0,136.0,1842.8,1274.7,205.0,200.0
Abk0LP7Y,513.0,125.0,890.0,612.4,245.0,200.0
6o7Sut1C,549.0,122.0,1543.2,1531.8,190.0,151.0
uAEOqc7h,441.0,99.0,1988.0,1178.5,218.0,247.0
HhNpkbFu,617.0,152.0,1720.1,540.6,188.0,157.0
4IpQ4Vm9,499.0,169.0,1456.7,960.0,198.0,127.0
RUkq5MPf,696.0,139.0,1592.4,933.1,283.0,202.0
k2GSjoc6,513.0,66.0,1316.6,1448.8,204.0,167.0
ewnnAgQp,841.0,174.0,1038.7,1323.2,197.0,241.0
n5eIHrqm,393.0,124.0,1282.8,1152.1,165.0,138.0
9vA5wMV7,353.0,104.0,934.9,1355.5,229.0,207.0
rRLr0lG0,320.0,198.0,1200.0,1117.6,230.0,184.0
9Emd0jX9,426.0,141.0,1564.5,1097.0,167.0,176.0
AmBDDyAl,617.0,91.0,1370.8,823.1,121.0,216.0
k11Ye4MM,516.0,125.0,882.9,1101.3,82.0,132.0
vaYg2q30,755.0,115.0,1716.9,1188.7,161.0,114.0
SwD10FKW,584.0,107.0,989.2,834.8,206.0,108.0
rP4ZUBL6,680.0,124.0,1417.0,865.0,256.0,220.0
jCcKPjZk,558.0,174.0,1393.3,699.8,135.0,190.0
OkhQjddL,226.0,143.0,1839.5,1092.5,200.0,136.0
Xfk7xopV,626.0,141.0,1270.9,1125.1,221.0,179.0
X95IOGt6,529.0,147.0,877.4,1395.9,279.0,140.0
OTplHXVA,388.0,111.0,1570.9,1358.9,289.0,187.0
HY7gmJMA,765.0,100.0,958.2,800.6,285.0,267.0
rVYVU5Pw,719.0,130.0,1359.3,1167.6,146.0,156.0
cxxvbJGY,513.0,128.0,1555.4,1224.7,102.0,157.0
bbVT3EZU,488.0,164.0,1738.3,1075.2,130.0,109.0
EjiZe9Dt,639.0,145.0,1843.3,1436.2,249.0,201.0
ZscpYnCL,510.0,158.0,874.3,1121.0,243.0,194.0
r5CwDsOz,366.0,171.0,857.1,1326.5,279.0,203.0
X9JUeFyC,651.0,135.0,1590.7,1551.9,243.0,211.0
jCq3Ju8B,610.0,106.0,1433.8,1182.8,254.0,172.0
ShFknAsN,724.0,142.0,1988.4,1512.7,177.0,141.0
2XaVgOkb,664.0,138.0,1800.2,1370.5,197.0,185.0
l7L77uH8,537.0,127.0,899.6,1651.4,246.0,154.0
qC99SJ4e,627.0,144.0,1012.0,603.2,164.0,123.0
4gVPpPNu,548.0,110.0,1224.8,1283.1,90.0,142.0
O1ffwDjn,592.0,123.0,1818.8,1377.0,169.0,184.0
J32dvsRq,409.0,144.0,868.2,1132.9,194.0,215.0
tcEZhreR,524.0,114.0,1671.3,1058.1,268.0,117.0
sHDpVNgA,440.0,96.0,1355.4,1086.2,163.0,194.0
BHHyugkA,535.0,87.0,1567.4,870.7,206.0,114.0
uxDf5fWp,643.0,114.0,1280.0,1059.5,158.0,211.0
uWHxvGGd,493.0,115.0,1611.3,591.7,207.0,198.0
SgNX6CeJ,490.0,118.0,1281.5,1413.2,184.0,116.0
6S8M0k9p,381.0,128.0,1308.0,1159.5,268.0,172.0
mOMiBAfP,559.0,151.0,1371.2,1008.4,229.0,224.0
lNAZNb0i,639.0,102.0,1421.1,824.0,232.0,140.0
au5yurud,595.0,148.0,1985.1,1722.3,239.0,167.0
uJ7E8Pc3,590.0,121.0,2038.7,935.3,164.0,174.0
tja9LQyq,878.0,113.0,1584.9,1094.3,122.0,159.0
2B9YmInw,585.0,134.0,880.4,1521.8,165.0,202.0
2qVnvPz4,726.0,121.0,933.7,1446.0,228.0,243.0
happhh0e,639.0,164.0,1370.7,1618.3,173.0,171.0
EB7xPdP2,761.0,92.0,1122.1,562.5,125.0,120.0
aHWOWDnF,685.0,123.0,865.8,1566.6,214.0,204.0
N1Cy1mMp,593.0,150.0,2150.5,844.1,249.0,131.0
HgwcNc63,655.0,95.0,868.1,959.7,329.0,278.0
PkguUBwI,353.0,93.0,903.4,816.9,255.0,169.0
ukekZxYo,472.0,138.0,1626.4,638.2,174.0,135.0
oYo1Ri9c,527.0,136.0,878.3,1478.5,197.0,146.0
by0QEqxa,633.0,88.0,1404.6,717.3,115.0,153.0
2UVLr7Bd,853.0,103.0,1129.8,1580.6,216.0,193.0
6cZS3idt,396.0,108.0,2266.8,1222.0,227.0,159.0
RWFZMCpR,813.0,112.0,1132.1,973.8,167.0,150.0
96vVmYea,493.0,139.0,824.8,1062.4,261.0,130.0
jWjcHjzp,619.0,157.0,1751.5,807.6,206.0,158.0
Y2hoa7TV,741.0,122.0,1225.9,899.2,147.0,197.0
9Y9a10Co,915.0,176.0,1089.4,1010.3,221.0,98.0
7WUoeWyq,624.0,160.0,1257.7,1130.1,123.0,138.0
VWyZqRA7,690.0,117.0,1557.6,1064.0,210.0,93.0
HvY5T6zd,683.0,191.0,1581.1,1378.4,242.0,158.0
E3n5u9Sh,254.0,125.0,1391.5,1064.1,170.0,176.0
373DCmdx,539.0,136.0,1121.5,1492.3,208.0,208.0
9ovvy3Gr,360.0,114.0,1061.0,1046.4,309.0,147.0
yCbdZu79,690.0,181.0,969.2,1120.5,165.0,196.0
4DTL0wcR,489.0,133.0,943.3,986.5,328.0,94.0
e1UT51tk,741.0,148.0,1599.4,1458.0,240.0,170.0
ApY3ywve,659.0,162.0,1723.3,1162.4,247.0,134.0
O9BEhoKQ,652.0,132.0,1529.0,655.4,223.0,118.0
oA4XDmMn,492.0,158.0,1266.4,983.6,134.0,187.0
9gP9AbKf,612.0,152.0,1511.9,848.5,200.0,204.0
TBTgPOtM,776.0,138.0,1513.6,1099.4,225.0,198.0
6EIJ1mTo,482.0,144.0,1317.5,986.0,96.0,150.0
t30l7Qco,665.0,84.0,979.5,1529.7,168.0,149.0
njEtBdNn,586.0,122.0,1243.0,945.0,238.0,192.0
9mcBm3zk,689.0,128.0,1149.7,870.3,123.0,168.0
JUwcTbdf,885.0,124.0,1588.4,987.3,196.0,130.0
VbGxVaK9,641.0,158.0,1379.4,1432.0,182.0,190.0
ldjAbEjI,365.0,132.0,1116.3,1088.1,236.0,167.0
wOsmrcRJ,465.0,116.0,1621.9,1097.5,171.0,146.0
MMdOkBcY,403.0,72.0,1536.1,1220.6,117.0,142.0
LZXq1nL7,480.0,129.0,1792.4,596.1,311.0,182.0
mmiJ8bBx,563.0,114.0,1545.8,1045.5,228.0,161.0
EKqf4nPV,674.0,67.0,1108.0,1379.3,85.0,140.0
quZ5HiZb,404.0,151.0,1963.6,1048.5,238.0,235.0
j44MAtQA,647.0,100.0,1183.4,1111.6,112.0,177.0
kduVWDX9,789.0,98.0,1459.5,719.1,252.0,157.0
ikdbpAnv,917.0,156.0,1904.5,1449.8,170.0,99.0
t9sUHEGt,758.0,152.0,1414.3,961.9,208.0,97.0
tFHhFPNx,562.0,143.0,1103.5,984.4,152.0,140.0
OpGNBCil,410.0,85.0,1756.6,1322.8,261.0,184.0
4LVsCZML,885.0,32.0,1182.1,549.7,195.0,172.0
0093fNV8,539.0,150.0,1114.8,1202.0,128.0,173.0
XgaQ3IRZ,631.0,125.0,1984.2,1060.6,227.0,148.0
xVBbl8u4,332.0,125.0,1468.4,1318.6,235.0,137.0
BfPYR8IT,479.0,70.0,1527.6,1252.2,202.0,149.0
A3i3nUwV,690.0,124.0,2137.4,522.8,201.0,183.0
Ze5NZ3D4,743.0,174.0,1804.5,1155.0,161.0,217.0
yjy6zTFS,546.0,143.0,1313.0,1016.9,256.0,234.0
mqaxVzOa,713.0,173.0,1405.3,1127.9,205.0,160.0
Mhp0weY9,704.0,149.0,1190.0,1088.0,192.0,200.0
ce98CMQ3,495.0,117.0,647.3,1544.7,138.0,173.0
92oQpb2A,567.0,129.0,1471.8,731.6,163.0,163.0
MXbsMmDR,829.0,161.0,1441.6,1892.1,243.0,119.0
m2dy3UCb,684.0,175.0,1300.2,805.3,238.0,121.0
gKIC3ynN,412.0,108.0,1359.7,1218.1,280.0,124.0
8JE9Pduw,690.0,76.0,1587.9,1118.4,219.0,177.0
euBzdSVf,534.0,106.0,948.8,902.7,259.0,174.0
pLIetqNg,628.0,127.0,1271.4,1042.2,177.0,250.0
UHjp8f92,738.0,127.0,1380.2,878.3,140.0,105.0
TFWY4m88,611.0,100.0,1815.5,1136.3,262.0,131.0
qDL9lHco,409.0,89.0,1653.9,801.0,112.0,189.0
1tWflXtD,467.0,143.0,1114.1,1061.9,225.0,163.0
UIpZDzNE,659.0,180.0,1788.5,1183.9,286.0,147.0
u7jELQb1,542.0,94.0,1151.5,690.7,203.0,156.0
iQuByGyU,368.0,114.0,1689.7,1464.3,223.0,210.0
HKK6Gane,460.0,69.0,1580.2,1056.3,224.0,138.0
t7pmYSQJ,417.0,117.0,1445.9,1282.5,131.0,188.0
mT0IGcRs,659.0,130.0,874.8,1400.9,127.0,145.0
afNLIR1Y,565.0,96.0,1642.7,1243.3,129.0,144.0
ChaEv2Qy,346.0,186.0,1392.2,894.9,265.0,227.0
JvXXYqTZ,771.0,116.0,1593.4,878.6,159.0,254.0
bvM0luSY,632.0,103.0,2205.7,1211.7,297.0,126.0
qYvriSQR,653.0,138.0,1375.6,1052.5,158.0,214.0
HJjrwsFk,422.0,94.0,1757.6,782.9,92.0,106.0
GHjadLq4,713.0,151.0,1951.4,1502.9,212.0,127.0
E0lFkBeA,555.0,73.0,1212.1,1364.0,231.0,154.0
qszx8dbt,323.0,166.0,1336.3,1206.6,215.0,237.0
rjb44NdM,643.0,159.0,1463.4,1589.4,222.0,172.0
0N1fuM0g,360.0,110.0,1302.9,1179.6,116.0,113.0
es1TPmFm,349.0,133.0,1716.0,1621.0,159.0,163.0
oqcIp9xl,533.0,104.0,1087.2,700.1,252.0,203.0
LQcOupcB,937.0,151.0,1777.3,1198.6,249.0,213.0
bxg8lo4x,734.0,80.0,1745.5,1033.4,160.0,164.0
qRxVVEmI,933.0,82.0,1159.4,1040.8,186.0,144.0
C5Gzmjei,703.0,156.0,2277.0,1388.7,210.0,146.0
84a38zJq,745.0,80.0,1409.1,1574.6,222.0,166.0
CRpKaxLH,423.0,61.0,1194.6,1401.7,231.0,164.0
7dQcmaJW,178.0,153.0,1749.3,1214.5,201.0,161.0
M6yqSZpw,121.0,118.0,833.1,876.6,172.0,218.0
8PufhZ19,729.0,102.0,1555.8,1211.8,190.0,166.0
m7FjCmCN,555.0,120.0,1699.7,1286.9,225.0,202.0
CdRacDwM,617.0,121.0,1781.9,1231.4,183.0,182.0
JbVzVLPo,405.0,147.0,1923.0,785.4,186.0,172.0
9rFXxqUn,871.0,102.0,2070.6,941.5,146.0,173.0
F1gkBPeA,771.0,130.0,881.0,1435.4,205.0,163.0
AU1ByHj4,491.0,97.0,1175.9,994.1,198.0,85.0
xQHJgAiD,1077.0,140.0,1707.9,1424.2,151.0,154.0
F5iHhLCu,797.0,84.0,1610.6,728.9,226.0,148.0
vhPX24eq,294.0,167.0,1640.2,1389.5,163.0,243.0
DIOe9E2C,231.0,111.0,1733.7,1480.0,119.0,222.0
nnTeDJ4A,364.0,121.0,1314.3,905.6,210.0,256.0
0ITGMVwr,527.0,252.0,1704.3,1481.5,289.0,151.0
DK2I43jp,579.0,138.0,1373.9,1232.6,179.0,155.0
lh22jnHX,698.0,153.0,1355.1,1253.2,123.0,133.0
CBA5rFze,590.0,33.0,1187.2,866.6,233.0,245.0
fKUDOrC7,804.0,34.0,1545.3,440.4,200.0,186.0
lGO6Y6Rv,604.0,112.0,1140.8,1197.5,192.0,164.0
6unSfrGO,479.0,188.0,1143.4,755.7,193.0,248.0
Pkk8jbS0,792.0,121.0,1118.3,843.8,232.0,177.0
mZBJJbxw,688.0,113.0,1510.6,1461.3,231.0,164.0
IrId6Pso,571.0,127.0,1366.6,597.8,218.0,161.0
aV1kildX,462.0,157.0,1395.9,1245.9,181.0,130.0
ge7hPKf6,1010.0,141.0,1182.4,1627.6,158.0,139.0
22HEgkoL,556.0,95.0,1111.2,1478.7,133.0,249.0
iYcMzzoy,430.0,147.0,1360.7,833.7,114.0,166.0
aBkcxwV9,411.0,185.0,1194.7,1275.7,193.0,157.0
uUDLomhX,769.0,85.0,1516.8,1144.0,241.0,252.0
7erEdWDw,711.0,161.0,1000.3,731.8,268.0,234.0
ESHdlFR9,674.0,117.0,1455.8,989.1,146.0,179.0
DtPpZaMu,577.0,161.0,1652.5,969.7,156.0,220.0
kt16rHRO,796.0,122.0,1322.9,1158.7,206.0,245.0
OAXZNfEC,633.0,114.0,1243.9,820.7,176.0,135.0
gP9QkGbD,457.0,113.0,1532.8,1617.3,93.0,204.0
zPLtu8uP,643.0,184.0,1285.0,947.9,176.0,156.0
znm8gH5v,578.0,133.0,1008.0,799.3,168.0,169.0
3hJYzdQF,573.0,137.0,1439.6,1113.9,160.0,159.0
9Z2ihYHZ,347.0,103.0,1164.2,1050.3,118.0,194.0
jtnbbWJo,316.0,170.0,1367.4,1231.2,169.0,191.0
5m12zD5y,504.0,135.0,1614.4,885.4,254.0,253.0
7bh4zxEK,901.0,136.0,1215.4,1581.4,241.0,238.0
XRQdIAad,614.0,135.0,1150.7,1220.8,203.0,155.0
cA1lKMYB,682.0,122.0,1018.6,506.8,258.0,223.0
jGcIhrIV,503.0,124.0,1233.2,1212.8,180.0,137.0
7lvce8ev,823.0,124.0,1357.3,1240.5,124.0,182.0
Hl4UGdk1,722.0,39.0,1233.6,1328.7,184.0,265.0
PyhtBht5,464.0,106.0,1293.8,869.4,306.0,286.0
5m7aTXV4,463.0,151.0,1610.6,1522.1,169.0,216.0
QipTjV3U,721.0,115.0,1625.0,1531.8,187.0,142.0
huZZB3yG,687.0,122.0,1409.6,1201.2,135.0,158.0
7pj7Bbss,625.0,116.0,1783.2,824.6,191.0,218.0
Cu0neVqR,791.0,119.0,894.1,1003.8,168.0,207.0
lu7VkFaL,545.0,128.0,1171.2,1277.2,174.0,169.0
HVXNUy51,557.0,71.0,1118.6,546.5,152.0,128.0
m3VQsoRn,410.0,111.0,531.9,1244.5,183.0,162.0
kEVAhNZh,484.0,147.0,1463.5,961.1,169.0,211.0
IKbBGE12,709.0,135.0,1521.7,941.7,157.0,144.0
wRY3ywyQ,402.0,119.0,1501.6,1153.8,265.0,136.0
T8cCWy8s,628.0,124.0,1580.8,1527.2,267.0,136.0
kTIESVYm,564.0,74.0,1625.8,1615.6,245.0,185.0
B7QdPnF6,554.0,123.0,1204.0,1024.3,185.0,122.0
dcxFuLSx,692.0,169.0,1496.1,1286.8,147.0,238.0
OwU9VMqO,637.0,103.0,952.6,1023.1,226.0,136.0
c6gxDMIm,593.0,106.0,1149.5,822.9,272.0,196.0
ALEUPudV,811.0,110.0,1556.0,1021.5,176.0,177.0
BruDGNZu,426.0,132.0,1031.8,1192.0,271.0,154.0
kiLKRPa1,477.0,94.0,1575.9,1257.2,251.0,225.0
rtErXgIm,520.0,127.0,1939.0,1319.4,120.0,134.0
LMwEtjKX,523.0,133.0,1127.7,1243.9,202.0,169.0
GDFELCr3,252.0,61.0,1914.9,486.4,182.0,112.0
otsZy28G,521.0,106.0,988.5,835.7,194.0,205.0
3oXeQ3tG,802.0,132.0,1353.4,1417.9,293.0,121.0
jelghiQI,298.0,120.0,2051.7,1228.9,260.0,258.0
dfHwPOzI,556.0,153.0,1891.4,1008.1,172.0,160.0
liRI5j17,406.0,105.0,1915.4,1100.2,230.0,178.0
H6ziG8iO,626.0,100.0,896.4,1179.9,197.0,210.0
Pk1Ub3Uz,528.0,139.0,1883.1,1116.3,166.0,234.0
vKhSL3XM,646.0,147.0,2084.9,1162.2,243.0,177.0
fU57YgJ1,441.0,108.0,1409.7,695.9,213.0,183.0
disprjlN,484.0,110.0,1388.9,859.6,164.0,200.0
d0DLrBF5,588.0,131.0,1394.7,1063.6,231.0,141.0
TcHqyjjy,926.0,78.0,1895.9,800.5,194.0,178.0
YLkot6Sb,495.0,161.0,856.5,1180.7,96.0,251.0
RtJbIHqa,341.0,180.0,1314.1,1008.3,165.0,120.0
gjw7m5DP,570.0,148.0,1677.0,1346.1,260.0,123.0
FkyrWyif,711.0,127.0,1787.7,1167.5,148.0,206.0
IcjECxM1,576.0,124.0,718.8,1013.3,191.0,104.0
ULBKFF8a,799.0,114.0,1713.8,819.6,115.0,183.0
gkoJCLpH,492.0,21.0,1690.3,1167.9,229.0,161.0
zJCrfrpc,584.0,148.0,1435.1,933.1,280.0,214.0
PJeCy93Y,577.0,125.0,1563.2,1401.1,199.0,215.0
uuXhkGxt,512.0,153.0,1185.2,1176.7,296.0,108.0
6lJGd3Ai,552.0,145.0,1245.1,1617.8,130.0,203.0
LVWjYzyO,460.0,133.0,1471.1,1119.2,159.0,135.0
SyGOAJgr,543.0,214.0,1135.7,1384.3,277.0,232.0
UabYtagb,483.0,57.0,1478.3,1262.0,228.0,206.0
R0xogtwQ,418.0,67.0,1195.0,987.3,291.0,200.0
